<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;60;241030;160000;125.06;125.16;124.32;124.81;1546110
GAZP;60;241030;170000;124.81;126.19;124.66;126.1;2712010
GAZP;60;241030;180000;126.1;126.34;125.38;125.99;2421860
GAZP;60;241030;190000;125.5;125.5;124.45;124.95;2203410
GAZP;60;241030;200000;124.95;125;124.09;124.3;1500810
GAZP;60;241030;210000;124.31;124.31;123.9;124.19;1219180
GAZP;60;241030;220000;124.19;124.2;123.52;123.81;1244420
GAZP;60;241030;230000;123.81;124;123.52;123.8;516730
GAZP;60;241031;100000;123.4;124.26;122.82;124.03;5784640
GAZP;60;241031;110000;124.02;124.75;123.61;123.76;2767840
GAZP;60;241031;120000;123.77;124;122.25;123.03;5859670
GAZP;60;241031;130000;123.06;124;122.7;123.86;3837600
GAZP;60;241031;140000;123.86;124.94;123.37;124.72;3107910
GAZP;60;241031;150000;124.73;124.78;123.61;124.01;2002900
GAZP;60;241031;160000;124.01;124.16;122.9;123.19;2357520
GAZP;60;241031;170000;123.18;123.47;122.4;122.58;2951850
GAZP;60;241031;180000;122.58;123.71;122.55;123.35;2397450
GAZP;60;241031;190000;123.34;123.35;122.49;122.76;1371300
GAZP;60;241031;200000;122.77;123.05;122.4;122.42;543850
GAZP;60;241031;210000;122.4;122.8;122.4;122.79;418360
GAZP;60;241031;220000;122.79;123.37;122.79;123.06;768200
GAZP;60;241031;230000;123.06;123.45;122.87;123.44;489800
GAZP;60;241101;100000;123.8;124.5;123.31;123.7;4366070
GAZP;60;241101;110000;123.68;124.02;122.77;123.35;3991770
GAZP;60;241101;120000;123.33;123.38;122.71;123.02;1578440
GAZP;60;241101;130000;123;123.72;123;123.27;1134000
GAZP;60;241101;140000;123.28;124.16;123.28;123.64;1641700
GAZP;60;241101;150000;123.63;123.77;123.16;123.39;823040
GAZP;60;241101;160000;123.39;124.26;123.3;123.86;1655570
GAZP;60;241101;170000;123.85;124.91;123.67;124.35;3120940
GAZP;60;241101;180000;124.35;124.55;124.04;124.45;982940
GAZP;60;241101;190000;124.41;125.67;124.41;125.16;2960980
GAZP;60;241101;200000;125.16;125.44;124.8;124.87;637950
GAZP;60;241101;210000;124.87;125.2;124.81;125.15;367100
GAZP;60;241101;220000;125.14;125.57;125.07;125.48;659110
GAZP;60;241101;230000;125.47;125.6;125.41;125.6;709010
GAZP;60;241102;100000;125.73;126;125.01;125.76;3510300
GAZP;60;241102;110000;125.75;125.8;125.12;125.58;1773570
GAZP;60;241102;120000;125.58;125.86;125.43;125.76;789580
GAZP;60;241102;130000;125.76;126.17;125.69;126.06;939500
GAZP;60;241102;140000;126.08;126.92;126.05;126.75;3584970
GAZP;60;241102;150000;126.75;127.7;126.7;127.18;5881230
GAZP;60;241102;160000;127.18;128.38;126.91;128.32;3927090
GAZP;60;241102;170000;128.32;128.98;127.85;128.55;4449190
GAZP;60;241102;180000;128.56;128.62;127.55;128.04;2546350
GAZP;60;241102;190000;128.27;128.27;127.81;127.98;619970
GAZP;60;241102;200000;127.97;128.44;127.97;128.15;660260
GAZP;60;241102;210000;128.14;129.29;128.14;129.2;2248810
GAZP;60;241102;220000;129.2;129.3;128.7;128.83;866990
GAZP;60;241102;230000;128.84;129.18;128.7;128.7;712260
GAZP;60;241105;100000;129;129.37;127.95;128.36;6334110
GAZP;60;241105;110000;128.37;128.46;127.37;128.07;3192420
GAZP;60;241105;120000;128.07;128.81;128.03;128.57;1333430
GAZP;60;241105;130000;128.57;128.8;128.2;128.29;1940270
GAZP;60;241105;140000;128.26;128.46;127.81;128.23;1085660
GAZP;60;241105;150000;128.23;128.56;127.9;128.03;1070450
GAZP;60;241105;160000;128.02;128.3;127.5;127.81;1408100
GAZP;60;241105;170000;127.81;128.28;127.53;128.13;1515060
GAZP;60;241105;180000;128.07;129;128;128.72;1589790
GAZP;60;241105;190000;128.72;129.18;128.53;129.07;1623350
GAZP;60;241105;200000;129.06;129.11;128.65;128.66;669370
GAZP;60;241105;210000;128.66;128.91;128.62;128.71;243640
GAZP;60;241105;220000;128.71;128.88;128.69;128.88;327310
GAZP;60;241105;230000;128.88;128.9;128.63;128.77;656530
GAZP;60;241106;100000;133.12;136.59;133.12;134.88;38307250
GAZP;60;241106;110000;134.88;135.97;134.76;134.86;16629050
GAZP;60;241106;120000;134.89;135.06;134.33;134.43;6557350
GAZP;60;241106;130000;134.43;134.66;133.08;133.54;7340990
GAZP;60;241106;140000;133.54;133.54;131.83;132.3;14111110
GAZP;60;241106;150000;132.31;132.46;131.36;132.14;6669030
GAZP;60;241106;160000;132.16;132.17;130.56;130.98;7350890
GAZP;60;241106;170000;130.96;131.6;130.4;131.17;5219150
GAZP;60;241106;180000;131.18;132.05;131.16;131.6;2825540
GAZP;60;241106;190000;131.64;131.65;131.11;131.2;1000280
GAZP;60;241106;200000;131.19;131.82;131.16;131.8;670900
GAZP;60;241106;210000;131.82;131.89;131.21;131.43;774540
GAZP;60;241106;220000;131.41;131.7;131.37;131.53;433480
GAZP;60;241106;230000;131.52;131.95;131.37;131.92;682680
GAZP;60;241107;120000;131.85;131.85;130.1;130.91;7381370
GAZP;60;241107;130000;130.91;130.93;129.65;129.97;7504160
GAZP;60;241107;140000;129.97;131;129.9;130.62;4915930
GAZP;60;241107;150000;130.64;131.37;130.54;131.21;3739620
GAZP;60;241107;160000;131.21;131.34;130.66;131.07;1941590
GAZP;60;241107;170000;131.08;133.75;131.03;133.72;9517090
GAZP;60;241107;180000;133.73;133.92;132.89;133.45;3323980
GAZP;60;241107;190000;133.36;135.31;133.36;134.13;6227690
GAZP;60;241107;200000;134.15;134.32;133.82;133.84;1294480
GAZP;60;241107;210000;133.84;134.48;133.83;134.42;1019230
GAZP;60;241107;220000;134.43;135.25;134.26;135.18;3043810
GAZP;60;241107;230000;135.18;135.54;134.84;135.52;2699850
GAZP;60;241108;100000;135.81;137;134.06;135.55;26655970
GAZP;60;241108;110000;135.54;136.41;134.17;135.15;9837960
GAZP;60;241108;120000;135.16;135.36;134.52;134.91;2578900
GAZP;60;241108;130000;134.94;135.22;133.64;134.34;4099920
GAZP;60;241108;140000;134.34;134.9;134.05;134.15;1846770
GAZP;60;241108;150000;134.17;134.99;134.17;134.75;1540240
GAZP;60;241108;160000;134.76;134.96;134.41;134.44;971520
GAZP;60;241108;170000;134.42;134.67;133.89;134.6;1897800
GAZP;60;241108;180000;134.62;135.7;134.57;135;4013500
GAZP;60;241108;190000;135;135.87;134.97;135.43;3281390
GAZP;60;241108;200000;135.45;136.05;135.35;135.69;2516460
GAZP;60;241108;210000;135.69;135.92;135.38;135.56;1062510
GAZP;60;241108;220000;135.55;136.34;135.32;136.31;2114130
GAZP;60;241108;230000;136.31;136.49;135.86;135.9;2072910
GAZP;60;241111;100000;137.19;137.4;135.8;135.87;9948670
GAZP;60;241111;110000;135.87;137.1;135.62;136.77;4837580
GAZP;60;241111;120000;136.77;136.8;135.78;136.18;4074700
GAZP;60;241111;130000;136.19;136.64;136.16;136.47;2229980
GAZP;60;241111;140000;136.45;136.46;135.31;135.31;3465970
GAZP;60;241111;150000;135.31;136;135.24;135.62;2473060
GAZP;60;241111;160000;135.61;136.79;135.52;136.57;3615090
GAZP;60;241111;170000;136.56;137.27;136.36;136.85;3224540
GAZP;60;241111;180000;136.85;138.32;136.76;138.09;6629290
GAZP;60;241111;190000;138.09;138.33;137.59;137.9;2210800
GAZP;60;241111;200000;137.87;137.99;137.56;137.9;1093870
GAZP;60;241111;210000;137.9;137.97;137.7;137.76;394240
GAZP;60;241111;220000;137.76;137.95;137.69;137.84;560280
GAZP;60;241111;230000;137.87;138.2;137.86;138.12;792590
GAZP;60;241112;100000;137.82;137.82;136.37;136.66;6650520
GAZP;60;241112;110000;136.65;137.43;136.15;136.66;3711320
GAZP;60;241112;120000;136.65;137.14;136.3;136.75;2699740
GAZP;60;241112;130000;136.75;136.96;136.3;136.47;1842310
GAZP;60;241112;140000;136.46;136.47;135.67;135.8;4382640
GAZP;60;241112;150000;135.81;136.02;135.11;135.27;3096160
GAZP;60;241112;160000;135.26;135.58;134.74;134.74;3896180
GAZP;60;241112;170000;134.74;136;134.64;135.95;2227530
GAZP;60;241112;180000;135.96;136.17;135.37;135.4;1711660
GAZP;60;241112;190000;135.23;135.43;134.91;135.15;1080560
GAZP;60;241112;200000;135.14;135.3;134.98;135.07;349580
GAZP;60;241112;210000;135.07;135.2;134.95;135.07;409150
GAZP;60;241112;220000;135.08;135.09;134.9;134.98;534870
GAZP;60;241112;230000;134.97;135.44;134.97;135.16;433650
GAZP;60;241113;100000;134.98;135.46;134.3;134.69;3624790
GAZP;60;241113;110000;134.7;135.25;134.51;135.11;2494310
GAZP;60;241113;120000;135.12;136.45;135.06;135.51;3547050
GAZP;60;241113;130000;135.51;136.11;135.5;135.72;1202900
GAZP;60;241113;140000;135.73;135.76;135.12;135.31;1233050
GAZP;60;241113;150000;135.33;136.65;135.2;136.05;2090740
GAZP;60;241113;160000;136.06;136.5;135.99;136.1;1643190
GAZP;60;241113;170000;136.09;136.19;135.63;135.98;1436430
GAZP;60;241113;180000;135.93;136.3;135.57;135.77;1341420
GAZP;60;241113;190000;135.23;135.48;133.83;133.96;5047470
GAZP;60;241113;200000;133.96;134.14;132.27;133.71;4967370
GAZP;60;241113;210000;133.72;134.13;133.43;133.95;721360
GAZP;60;241113;220000;133.96;134.28;133.3;133.35;1182810
GAZP;60;241113;230000;133.33;133.54;132.57;132.6;2011650
GAZP;60;241114;100000;132.19;133.31;132.07;133.07;5943630
GAZP;60;241114;110000;133.11;133.3;132.58;133.14;3432440
GAZP;60;241114;120000;133.17;133.31;132.71;132.87;2419090
GAZP;60;241114;130000;132.89;133.34;132.88;132.96;2526280
GAZP;60;241114;140000;132.98;133.16;132;132.43;4000290
GAZP;60;241114;150000;132.43;132.57;132;132.51;3131670
GAZP;60;241114;160000;132.53;133.34;132.5;132.68;3268260
GAZP;60;241114;170000;132.67;132.75;130.67;130.89;7147380
GAZP;60;241114;180000;130.9;131.65;130.8;131;3888890
GAZP;60;241114;190000;131.05;132.09;131.05;131.31;2453180
GAZP;60;241114;200000;131.31;131.37;130.85;131.18;920010
GAZP;60;241114;210000;131.2;131.47;130.87;131.38;576020
GAZP;60;241114;220000;131.38;131.63;131.28;131.53;320610
GAZP;60;241114;230000;131.5;131.63;131.1;131.61;439560
GAZP;60;241115;100000;131.63;131.88;131.04;131.75;2672510
GAZP;60;241115;110000;131.75;132.36;131.4;132.23;2701420
GAZP;60;241115;120000;132.25;132.28;131.66;131.77;2225700
GAZP;60;241115;130000;131.76;131.92;131.15;131.27;1315200
GAZP;60;241115;140000;131.26;131.54;131.02;131.31;1825790
GAZP;60;241115;150000;131.31;132.9;131.02;132.46;4668630
GAZP;60;241115;160000;132.47;134;132.26;133.19;10254410
GAZP;60;241115;170000;133.18;133.93;131.2;131.64;11503470
GAZP;60;241115;180000;131.65;132.84;131.43;132.75;4625170
GAZP;60;241115;190000;132.77;133.64;132.72;133.1;3176620
GAZP;60;241115;200000;133.11;133.39;132.63;132.69;967000
GAZP;60;241115;210000;132.69;133.12;132.68;133.12;614010
GAZP;60;241115;220000;133.11;133.36;133;133.27;661540
GAZP;60;241115;230000;133.26;133.49;133.06;133.37;896790
GAZP;60;241118;100000;129.6;130.69;129.5;130;15764980
GAZP;60;241118;110000;129.99;130.3;129.45;129.93;7571770
GAZP;60;241118;120000;129.94;130.17;129;129;6793480
GAZP;60;241118;130000;129.01;129.37;128.75;129.27;5165910
GAZP;60;241118;140000;129.27;129.94;128.89;129.81;4042370
GAZP;60;241118;150000;129.81;129.96;129.44;129.44;3090400
GAZP;60;241118;160000;129.44;130.45;129.44;130.32;3097620
GAZP;60;241118;170000;130.34;130.73;129.98;130.28;6172070
GAZP;60;241118;180000;130.29;130.33;129.78;130;2209020
GAZP;60;241118;190000;129.96;130.06;129.53;129.91;1336730
GAZP;60;241118;200000;129.94;130.39;129.92;130.1;649360
GAZP;60;241118;210000;130.08;130.13;129.11;129.25;1633700
GAZP;60;241118;220000;129.25;129.56;129.16;129.38;967560
GAZP;60;241118;230000;129.38;129.4;129.01;129.12;1329050
GAZP;60;241119;100000;128.99;129.38;127.51;127.77;8803510
GAZP;60;241119;110000;127.77;128.17;127.12;127.41;5436350
GAZP;60;241119;120000;127.4;127.79;126.56;127.57;6680370
GAZP;60;241119;130000;127.58;127.99;127.14;127.93;2132280
GAZP;60;241119;140000;127.94;128.17;127.16;127.83;3072380
GAZP;60;241119;150000;127.83;128.05;127.03;127.04;2407700
GAZP;60;241119;160000;127.04;127.04;125.22;125.9;8485310
GAZP;60;241119;170000;125.88;126.18;123.8;124.62;10742730
GAZP;60;241119;180000;124.65;125.5;124.42;124.7;4948400
GAZP;60;241119;190000;124.98;125.39;124.5;125.33;1940420
GAZP;60;241119;200000;125.33;125.81;125.27;125.61;1232020
GAZP;60;241119;210000;125.61;125.72;125.3;125.31;1108540
GAZP;60;241119;220000;125.31;125.58;125.3;125.38;1138070
GAZP;60;241119;230000;125.38;125.49;125.3;125.49;882980
GAZP;60;241120;100000;126;126.5;124.91;124.99;5064390
GAZP;60;241120;110000;124.99;125.49;124.52;125;3440870
GAZP;60;241120;120000;125;125.64;124.83;125.11;4646830
GAZP;60;241120;130000;125.1;126.78;124.62;125.09;7152760
GAZP;60;241120;140000;125.04;125.84;124.92;125.2;1878210
GAZP;60;241120;150000;125.21;125.72;124.12;124.47;3293580
GAZP;60;241120;160000;124.49;124.6;123.3;123.54;4904460
GAZP;60;241120;170000;123.54;123.54;122.25;122.42;6348020
GAZP;60;241120;180000;122.42;122.57;121.67;121.93;7560490
GAZP;60;241120;190000;121.5;121.5;120.36;121;9757190
GAZP;60;241120;200000;121;121.81;120.98;121.66;3878120
GAZP;60;241120;210000;121.66;122.11;121.55;121.88;1560250
GAZP;60;241120;220000;121.89;121.9;121.5;121.62;1402730
GAZP;60;241120;230000;121.62;121.96;121.52;121.89;858610
GAZP;60;241121;100000;122.19;122.93;121.55;121.74;6890580
GAZP;60;241121;110000;121.75;122.67;121.51;121.58;4687650
GAZP;60;241121;120000;121.59;122.4;121.05;121.74;7514630
GAZP;60;241121;130000;121.78;123.49;121.5;123.03;6722120
GAZP;60;241121;140000;122.98;123.55;122.51;122.59;4479330
GAZP;60;241121;150000;122.58;122.68;121.05;121.48;4671020
GAZP;60;241121;160000;121.48;122.34;121.11;121.91;2641110
GAZP;60;241121;170000;121.93;122.6;120.47;120.48;5097340
GAZP;60;241121;180000;120.48;123.37;119.62;121.4;17757320
GAZP;60;241121;190000;121.3;121.66;120.73;121.4;1849550
GAZP;60;241121;200000;121.4;121.99;119.8;121.98;4952760
GAZP;60;241121;210000;121.98;123.65;121.74;123.11;3929360
GAZP;60;241121;220000;123.11;123.73;123;123.55;3370490
GAZP;60;241121;230000;123.55;124.35;123.54;124.1;2881940
GAZP;60;241122;100000;124.25;124.32;122.01;122.54;11176640
GAZP;60;241122;110000;122.56;122.69;121.55;121.65;4348680
GAZP;60;241122;120000;121.65;122.33;121.12;122.03;4887870
GAZP;60;241122;130000;122.04;122.56;121.62;121.95;3059330
GAZP;60;241122;140000;121.95;122.14;120.78;121.61;3708980
GAZP;60;241122;150000;121.62;121.67;120.21;120.39;6795700
GAZP;60;241122;160000;120.39;120.42;119.11;119.89;11087340
GAZP;60;241122;170000;119.89;120.87;119.6;119.71;4766800
GAZP;60;241122;180000;119.7;119.81;118.4;119.44;9937720
GAZP;60;241122;190000;119.4;121.05;119.33;120.73;4702970
GAZP;60;241122;200000;120.75;121.41;120.05;120.12;2716810
GAZP;60;241122;210000;120.14;120.24;119.77;119.96;1501480
GAZP;60;241122;220000;119.94;120.19;119.77;119.94;1209990
GAZP;60;241122;230000;119.9;119.91;119.26;119.47;2108640
GAZP;60;241125;100000;119.5;120.45;118;118.76;11693720
GAZP;60;241125;110000;118.75;119.4;118.41;118.91;3995910
GAZP;60;241125;120000;118.96;119.34;118.42;119.16;2420150
GAZP;60;241125;130000;119.16;119.88;118.93;119.1;3226440
GAZP;60;241125;140000;119.08;119.28;118.11;118.99;4135840
GAZP;60;241125;150000;118.97;119.12;117.61;117.64;4275750
GAZP;60;241125;160000;117.63;118.07;117.52;117.93;3853010
GAZP;60;241125;170000;117.93;118.09;116.27;116.71;6460810
GAZP;60;241125;180000;116.7;117.56;116.35;117.35;4114550
GAZP;60;241125;190000;117.35;117.35;116.62;117.09;1740100
GAZP;60;241125;200000;117.09;117.63;116.38;116.72;2503330
GAZP;60;241125;210000;116.75;116.93;116.31;116.42;1368680
GAZP;60;241125;220000;116.45;118;116.06;117.25;3079270
GAZP;60;241125;230000;117.29;117.61;117.08;117.44;867420
GAZP;60;241126;100000;117.29;118.3;116.67;117.3;7355200
GAZP;60;241126;110000;117.3;119.27;117.14;118.26;6605590
GAZP;60;241126;120000;118.27;119.43;117.69;117.76;4724610
GAZP;60;241126;130000;117.78;118.27;117.21;117.42;2278570
GAZP;60;241126;140000;117.42;117.49;116;116.33;5051600
GAZP;60;241126;150000;116.35;116.74;114.01;114.94;12196540
GAZP;60;241126;160000;114.93;115.79;114.34;115.16;6484670
GAZP;60;241126;170000;115.16;115.33;114.31;114.52;4258810
GAZP;60;241126;180000;114.52;115.09;114.1;114.9;3210530
GAZP;60;241126;190000;114.96;115.25;114.31;115.02;2388160
GAZP;60;241126;200000;115;115.02;114.59;114.65;1028710
GAZP;60;241126;210000;114.64;114.67;114.1;114.59;1848480
GAZP;60;241126;220000;114.59;114.72;114.4;114.54;739090
GAZP;60;241126;230000;114.51;114.68;114.37;114.5;754610
GAZP;60;241127;100000;114.95;115.17;112.34;112.76;12599600
GAZP;60;241127;110000;112.74;113.76;112.7;113.6;5474750
GAZP;60;241127;120000;113.64;116.4;113.61;115.55;11182430
GAZP;60;241127;130000;115.56;115.95;114.6;115.16;6143460
GAZP;60;241127;140000;115.19;116.22;114.74;115.71;5176100
GAZP;60;241127;150000;115.69;115.94;112.8;113.25;6636800
GAZP;60;241127;160000;113.25;116.14;113.07;115.88;8996520
GAZP;60;241127;170000;115.94;117.37;115.3;117.09;9596970
GAZP;60;241127;180000;117.08;119.81;117.08;118.28;13860780
GAZP;60;241127;190000;118.32;119.64;117.79;118.79;6481640
GAZP;60;241127;200000;118.78;119.37;118.27;119.14;3017270
GAZP;60;241127;210000;119.11;119.25;118.5;119.14;1171740
GAZP;60;241127;220000;119.15;119.25;118.85;119.11;1096340
GAZP;60;241127;230000;119.17;119.42;119.01;119.41;1683010
GAZP;60;241128;100000;119.98;120.47;118.25;120.12;10525390
GAZP;60;241128;110000;120.11;121.3;119.87;120.62;8760110
GAZP;60;241128;120000;120.62;121.5;120.1;120.32;5290490
GAZP;60;241128;130000;120.32;120.48;119.2;119.87;4676260
GAZP;60;241128;140000;119.86;120.75;119.2;119.56;5218620
GAZP;60;241128;150000;119.55;120.13;119.22;119.39;2646930
GAZP;60;241128;160000;119.39;120.26;119.2;119.88;2818540
GAZP;60;241128;170000;119.9;120.47;119.42;120.19;3915110
GAZP;60;241128;180000;120.21;120.8;120;120.6;3571160
GAZP;60;241128;190000;120.6;121;120.24;120.88;3281720
GAZP;60;241128;200000;120.86;120.88;120.51;120.73;1063760
GAZP;60;241128;210000;120.74;121;120.43;120.51;1290950
GAZP;60;241128;220000;120.5;120.69;120.25;120.5;544340
GAZP;60;241128;230000;120.48;120.48;120.25;120.29;609620
GAZP;60;241129;100000;120.3;121.19;119.6;121.08;5955130
GAZP;60;241129;110000;121.07;123.5;120.75;123.33;13821010
GAZP;60;241129;120000;123.33;123.95;122.66;123.21;5933580
GAZP;60;241129;130000;123.22;123.95;122.7;123.4;5543600
GAZP;60;241129;140000;123.4;124.45;123.24;123.85;5922270
GAZP;60;241129;150000;123.85;124;123.44;123.58;2780780
GAZP;60;241129;160000;123.57;123.9;122.74;123.52;4313830
GAZP;60;241129;170000;123.53;124.06;123.53;123.99;2716760
GAZP;60;241129;180000;123.98;124.28;123.2;123.59;3171340
GAZP;60;241129;190000;123.56;124.33;122.17;123.79;13370040
GAZP;60;241129;200000;123.79;124.09;123.44;124.01;2922980
GAZP;60;241129;210000;124.01;124.9;124.01;124.31;3052250
GAZP;60;241129;220000;124.3;124.61;124.01;124.37;1854420
GAZP;60;241129;230000;124.36;124.5;124.2;124.29;1785130
GAZP;60;241202;100000;124.95;125.45;124.37;124.8;8462030
GAZP;60;241202;110000;124.79;125.17;124.2;124.54;6244110
GAZP;60;241202;120000;124.56;125.04;123.75;124.63;5822420
GAZP;60;241202;130000;124.63;124.81;124.2;124.46;3999820
GAZP;60;241202;140000;124.45;124.67;124.33;124.45;2457480
GAZP;60;241202;150000;124.44;124.78;123.62;123.71;4011350
GAZP;60;241202;160000;123.72;124.5;123.51;124.11;4672730
GAZP;60;241202;170000;124.12;124.24;123.7;124.16;2685210
GAZP;60;241202;180000;124.15;124.35;123.91;124;1495350
GAZP;60;241202;190000;124;124.18;123.84;123.87;628960
GAZP;60;241202;200000;123.87;124.11;123.7;124.06;734730
GAZP;60;241202;210000;124.06;124.09;123.86;123.9;353890
GAZP;60;241202;220000;123.91;124.14;123.8;124.14;505590
GAZP;60;241202;230000;124.14;124.14;123.81;123.9;406720
GAZP;60;241203;100000;123.94;124;123.02;123.5;4107710
GAZP;60;241203;110000;123.5;123.57;122.33;122.75;5746480
GAZP;60;241203;120000;122.75;123.32;122.6;122.7;1955330
GAZP;60;241203;130000;122.7;122.94;122.64;122.8;1468630
GAZP;60;241203;140000;122.8;123.38;122.79;122.9;2323810
GAZP;60;241203;150000;122.9;123;122.1;122.28;4957080
GAZP;60;241203;160000;122.28;122.29;121.18;121.75;4985500
GAZP;60;241203;170000;121.75;121.76;120.71;121.71;3103130
GAZP;60;241203;180000;121.7;122.17;121.4;121.54;2096640
GAZP;60;241203;190000;121.64;121.64;121.01;121.29;1467300
GAZP;60;241203;200000;121.29;121.61;121.09;121.17;550500
GAZP;60;241203;210000;121.19;121.35;120.89;121.18;885320
GAZP;60;241203;220000;121.18;121.25;121.04;121.2;254880
GAZP;60;241203;230000;121.21;121.54;121.1;121.48;902990
GAZP;60;241204;100000;121.49;122;120.62;121.2;3995340
GAZP;60;241204;110000;121.2;123.46;121.1;123.18;6963390
GAZP;60;241204;120000;123.18;123.31;122.4;122.88;3335250
GAZP;60;241204;130000;122.89;122.95;122.6;122.72;1684800
GAZP;60;241204;140000;122.73;122.99;122.66;122.87;1528200
GAZP;60;241204;150000;122.88;122.98;121.69;121.92;3165530
GAZP;60;241204;160000;121.92;122.35;121.04;121.14;3668690
GAZP;60;241204;170000;121.13;121.17;119.86;120.06;6151160
GAZP;60;241204;180000;120.06;120.25;115;115.49;29878440
GAZP;60;241204;190000;115.15;115.46;114.13;115.37;13966090
GAZP;60;241204;200000;115.37;115.7;114.79;115.62;6699660
GAZP;60;241204;210000;115.62;115.7;115;115.29;2796230
GAZP;60;241204;220000;115.29;115.41;115.01;115.27;1528360
GAZP;60;241204;230000;115.31;115.47;115.18;115.3;1984220
GAZP;60;241205;100000;115.79;116.95;115.25;115.91;16165460
GAZP;60;241205;110000;115.91;116.5;114.8;114.94;7194200
GAZP;60;241205;120000;114.93;115.16;113.51;114.34;12696550
GAZP;60;241205;130000;114.35;114.4;113.24;113.95;5629870
GAZP;60;241205;140000;113.89;114.28;113;113.09;6559980
GAZP;60;241205;150000;113.08;114;113;113.57;5776480
GAZP;60;241205;160000;113.57;115.68;113.36;114.65;8846560
GAZP;60;241205;170000;114.65;117.46;114.53;116.44;16097910
GAZP;60;241205;180000;116.46;117.28;115.4;116.12;5824290
GAZP;60;241205;190000;116.2;117.34;116.15;116.56;5056640
GAZP;60;241205;200000;116.56;116.9;116.19;116.42;1708930
GAZP;60;241205;210000;116.42;116.9;116.35;116.79;1490030
GAZP;60;241205;220000;116.8;116.97;116.68;116.88;1021180
GAZP;60;241205;230000;116.87;117;116.6;116.63;714820
GAZP;60;241206;100000;117.02;117.32;115.71;116.75;8640810
GAZP;60;241206;110000;116.76;116.9;115.15;115.33;4717560
GAZP;60;241206;120000;115.33;115.43;113.9;114;8337030
GAZP;60;241206;130000;114;114.8;113.91;114.48;3590720
GAZP;60;241206;140000;114.48;115.48;114;115.48;3638200
GAZP;60;241206;150000;115.48;115.93;115.15;115.85;4170860
GAZP;60;241206;160000;115.85;116;114.59;115.65;6182680
GAZP;60;241206;170000;115.66;115.88;114.91;115.29;1638820
GAZP;60;241206;180000;115.29;115.34;114.92;114.98;1276620
GAZP;60;241206;190000;114.98;115;114.76;114.97;1368080
GAZP;60;241206;200000;114.97;115;114.84;114.9;1449520
GAZP;60;241206;210000;114.9;115;114.63;114.83;932940
GAZP;60;241206;220000;114.84;115.35;114.82;115.17;1269150
GAZP;60;241206;230000;115.16;115.4;114.99;114.99;815570
GAZP;60;241209;100000;115.73;116.36;115.59;115.95;6442910
GAZP;60;241209;110000;115.94;116;115.24;115.55;3496740
GAZP;60;241209;120000;115.56;115.73;115.15;115.26;2930770
GAZP;60;241209;130000;115.27;115.55;115.25;115.36;2480640
GAZP;60;241209;140000;115.4;115.84;115;115.84;3656670
GAZP;60;241209;150000;115.84;116.26;115.6;116.26;4720280
GAZP;60;241209;160000;116.25;117.4;115.91;117.37;5967530
GAZP;60;241209;170000;117.37;117.86;116.7;117.1;5309140
GAZP;60;241209;180000;117.1;117.45;116.87;117.37;2594330
GAZP;60;241209;190000;117.26;117.32;117.02;117.27;1354950
GAZP;60;241209;200000;117.27;117.46;116.95;116.99;1195000
GAZP;60;241209;210000;116.99;117.22;116.96;117.14;539480
GAZP;60;241209;220000;117.14;117.31;116.99;117.3;534730
GAZP;60;241209;230000;117.31;117.4;116.9;117.06;589650
GAZP;60;241210;100000;117.39;117.47;116.05;116.16;6443610
GAZP;60;241210;110000;116.17;116.69;115.92;116.21;4155770
GAZP;60;241210;120000;116.23;116.23;115.15;115.65;5280820
GAZP;60;241210;130000;115.66;115.89;115.15;115.78;2977560
GAZP;60;241210;140000;115.78;115.8;114.5;114.92;5943500
GAZP;60;241210;150000;114.88;115.38;114.63;114.78;3581020
GAZP;60;241210;160000;114.79;116;114.79;115.13;3412940
GAZP;60;241210;170000;115.13;115.39;114.66;114.99;2027810
GAZP;60;241210;180000;114.98;115.15;114.61;115.04;1692450
GAZP;60;241210;190000;115.04;115.16;114.82;115.01;774170
GAZP;60;241210;200000;115.01;115.01;114.84;114.93;696250
GAZP;60;241210;210000;114.93;115;114.82;114.86;465110
GAZP;60;241210;220000;114.86;114.97;114.8;114.97;443020
GAZP;60;241210;230000;114.97;114.97;114.6;114.7;761630
GAZP;60;241211;100000;114.6;115.16;114.25;114.33;4728000
GAZP;60;241211;110000;114.33;115.38;113.75;114.84;5466240
GAZP;60;241211;120000;114.85;116;114.57;115.63;5814360
GAZP;60;241211;130000;115.63;115.66;114.4;114.48;4149610
GAZP;60;241211;140000;114.47;114.8;114.19;114.74;2614380
GAZP;60;241211;150000;114.77;114.96;114.3;114.3;3097330
GAZP;60;241211;160000;114.3;115;114.22;114.96;3759570
GAZP;60;241211;170000;114.98;115.5;114.33;114.63;4350710
GAZP;60;241211;180000;114.64;114.77;114.06;114.31;3064530
GAZP;60;241211;190000;114.15;115.5;113.79;114.92;6770000
GAZP;60;241211;200000;114.92;115.39;114.81;114.92;1358340
GAZP;60;241211;210000;114.91;115.22;114.85;115.04;748940
GAZP;60;241211;220000;115.07;115.1;114.7;115;804600
GAZP;60;241211;230000;115;115.32;114.99;115.16;801870
GAZP;60;241212;100000;115.16;115.39;114.4;115.29;4539470
GAZP;60;241212;110000;115.3;115.4;114.72;114.74;3068880
